title,year,rating
"Monsters, Inc.",2001,2.75
Montana,1998,2.0
Monte Carlo,2011,3.0
Monte Walsh,2003,3.0
"Month by the Lake, A",1995,4.0
Monty Python: Almost the Truth - Lawyers Cut,2009,2.75
Monument Ave.,1998,2.0
"Monuments Men, The",2014,4.125
Moon,2009,3.25
Moonlight Mile,2002,3.2
Moonlight and Valentino,1995,4.0
Moonrise Kingdom,2012,3.25
More,1998,3.8333333333333335
Morning Glory,2010,3.375
"Mortal Instruments: City of Bones, The",2013,3.5
Mortal Kombat,1995,2.5555555555555554
Mortal Kombat: Annihilation,1997,2.25
Mortal Thoughts,1991,3.0
Mortdecai,2015,3.25
Morvern Callar,2002,4.25
"Most Dangerous Man in America: Daniel Ellsberg and the Pentagon Papers, The",2009,3.5
"Most Hated Family in America, The",2007,3.8333333333333335
Most Wanted,1997,3.0
Mostly Martha (Bella Martha),2001,3.5
Mother,1996,3.5
Mother (Madeo),2009,4.25
Mother and Child,2009,3.5
"Mother, The",2003,3.1666666666666665
"Mothman Prophecies, The",2002,2.9375
Motocrossed,2001,3.75
"Motorcycle Diaries, The (Diarios de motocicleta)",2004,3.5
Moulin Rouge,2001,3.0
Mount Head (Atama yama),2002,4.5
Mountains of the Moon,1990,4.0
Mouse Hunt,1997,2.6875
"Moustache, La",2005,3.5
Movie 43,2013,2.125
Mozart and the Whale,2005,4.0
Mr. & Mrs. Bridge,1990,3.25
Mr. & Mrs. Smith,2005,2.75
Mr. 3000,2004,2.75
Mr. Baseball,1992,2.5
Mr. Bean's Holiday,2007,3.5
Mr. Brooks,2007,3.4166666666666665
"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr.",1999,4.125
Mr. Deeds,2002,2.75
Mr. Destiny,1990,3.0
Mr. Holland's Opus,1995,2.75
Mr. Jealousy,1997,2.5
Mr. Jones,2013,0.5
Mr. Jones,1993,2.6666666666666665
Mr. Magoo,1997,1.75
Mr. Magorium's Wonder Emporium,2007,3.2142857142857144
Mr. Nanny,1993,1.25
Mr. Nice,2010,2.5
Mr. Nice Guy (Yat goh ho yan),1997,2.8
Mr. Nobody,2009,3.5
Mr. Peabody & Sherman,2014,3.0
Mr. Popper's Penguins,2011,3.0
Mr. Saturday Night,1992,1.25
Mr. Toad's Wild Ride (a.k.a. The Wind in the Willows),1996,3.5
Mr. Turner,2014,2.75
Mr. Wonderful,1993,3.1666666666666665
Mr. Woodcock,2007,3.1
Mr. Wrong,1996,2.5833333333333335
"Mrs. Brown (a.k.a. Her Majesty, Mrs. Brown)",1997,4.125
Mrs. Dalloway,1997,3.1666666666666665
Mrs. Doubtfire,1993,2.75
Mrs. Henderson Presents,2005,3.8333333333333335
Mrs. Parker and the Vicious Circle,1994,3.2
Mrs. Winterbourne,1996,3.0
Much Ado About Nothing,2012,4.0
Much Ado About Nothing,1993,3.25
Mud,2012,2.888888888888889
Mulan,2009,0.5
Mulan,1998,2.75
Mulholland Drive,2001,2.75
Mulholland Falls,1996,2.6666666666666665
Multiplicity,1996,2.5555555555555554
Mumford,1999,3.0
"Mummy Returns, The",2001,2.75
"Mummy, The",1999,2.75
"Mummy: Tomb of the Dragon Emperor, The",2008,2.75
Munich,2005,3.25
Munyurangabo,2007,3.5
"Muppet Christmas Carol, The",1992,3.25
Muppet Treasure Island,1996,3.0625
Muppets From Space,1999,2.8125
Muppets Most Wanted,2014,2.5
"Muppets, The",2011,3.5
Murder at 1600,1997,2.6666666666666665
Murder by Numbers,2002,3.357142857142857
Murder in the First,1995,3.5
Murder on a Sunday Morning (Un coupable idéal),2001,4.166666666666667
Murderball,2005,4.0
"Murderous Maids (Blessures assassines, Les)",2000,4.0
Muriel's Wedding,1994,2.888888888888889
Musa the Warrior (Musa),2001,1.5
Muscle Shoals,2013,3.5
"Muse, The",1999,2.3
Music From Another Room,1998,3.1666666666666665
Music and Lyrics,2007,3.125
Music for One Apartment and Six Drummers,2001,0.5
"Music of Chance, The",1993,3.5
Music of the Heart,1999,2.875
"Musketeer, The",2001,2.5
Must Love Dogs,2005,2.0
Mutant Aliens,2001,2.75
Mute Witness,1994,2.8333333333333335
My Afternoons with Margueritte (La tête en friche),2010,4.5
My Architect: A Son's Journey,2003,4.25
My Baby's Daddy,2004,4.5
My Best Fiend (Mein liebster Feind),1999,3.125
My Best Friend's Girl,2008,4.0
My Best Friend's Wedding,1997,2.75
My Big Fat Greek Wedding,2002,2.888888888888889
My Bloody Valentine 3-D,2009,4.5
My Blue Heaven,1990,2.625
My Blueberry Nights,2007,2.7
My Boss's Daughter,2003,4.0
My Boyfriend's Back,1993,3.0
My Cousin Vinny,1992,2.75
My Crazy Life (Mi vida loca),1993,3.5
My Date with Drew,2004,2.75
My Dog Skip,1999,3.5
My Family,1995,3.5
My Father the Hero,1994,3.0
"My Father the Hero (Mon père, ce héros.)",1991,2.25
My Favorite Martian,1999,2.857142857142857
My Favorite Season,1993,3.0
My Fellow Americans,1996,3.3333333333333335
My First Mister,2001,4.0
My Flesh and Blood,2003,3.0
My Giant,1998,3.3333333333333335
My Girl,1991,3.0714285714285716
My Girl 2,1994,2.6
My Girlfriend's Boyfriend,2010,3.0
My Kid Could Paint That,2007,2.0
My Life,1993,3.5
My Life So Far,1999,4.5
My Life Without Me,2003,3.8333333333333335
My Life in Pink (Ma vie en rose),1997,3.5
My Little Eye,2002,2.0
My Mom's New Boyfriend,2008,3.5
My Mother (Ma mère),2004,3.0
My Mother's Courage (Mutters Courage),1995,2.0
My Name Is Bruce,2007,3.75
My Name Is Joe,1998,3.5
My Name is Khan,2010,3.1666666666666665
My Neighbors the Yamadas (Hôhokekyo tonari no Yamada-kun),1999,5.0
My New Gun,1992,3.0
My Old Lady,2014,3.75
My Own Private Idaho,1991,3.5
My Sassy Girl (Yeopgijeogin geunyeo),2001,4.166666666666667
My Sister's Keeper,2009,3.8333333333333335
My Son the Fanatic,1997,3.5
"My Son, My Son, What Have Ye Done",2009,2.75
My Soul to Take,2010,2.0
My Summer of Love,2004,3.375
My Super Ex-Girlfriend,2006,2.2142857142857144
My Voyage to Italy (Il mio viaggio in Italia),1999,3.0
My Week with Marilyn,2011,3.5
My Wife is an Actress (Ma Femme est une Actrice),2001,3.5
My Winnipeg,2007,4.5
Mysterious Object at Noon (Dokfa nai meuman),2000,2.5
Mysterious Skin,2004,3.5
Mystery Date,1991,4.0
Mystery Men,1999,2.8125
Mystery Road,2013,4.5
Mystery Science Theater 3000: The Movie,1996,3.2857142857142856
Mystery Team,2009,4.0
"Mystery, Alaska",1999,2.9285714285714284
"Mystic Masseur, The",2001,0.5
Mystic River,2003,3.5
"Myth of Fingerprints, The",1997,4.25
Nacho Libre,2006,2.8125
Nadja,1994,3.625
Naked,1993,3.7
"Naked Gun 2 1/2: The Smell of Fear, The",1991,2.75
Naked Gun 33 1/3: The Final Insult,1994,2.8125
Naked Lunch,1991,3.4166666666666665
Naked Weapon (Chek law dak gung),2002,2.5
"Namesake, The",2006,4.0
Nana,2005,3.0
Nancy Drew,2007,2.0
"Nanny Diaries, The",2007,3.5
Nanny McPhee,2005,3.25
Nanny McPhee Returns (a.k.a. Nanny McPhee and the Big Bang),2010,3.5
Napoleon Dynamite,2004,2.75
Naqoyqatsi,2002,3.8333333333333335
Narc,2002,3.2
"Nasty Girl, The (schreckliche Mädchen, Das)",1990,3.6666666666666665
National Lampoon's Lady Killers (National Lampoon's Gold Diggers),2003,0.75
National Lampoon's Senior Trip,1995,3.0
National Lampoon's Van Wilder,2002,3.1875
National Lampoon's Van Wilder: The Rise of Taj,2006,2.5
National Security,2003,2.8333333333333335
National Treasure,2004,2.9444444444444446
National Treasure: Book of Secrets,2007,2.5555555555555554
"Nativity Story, The",2006,4.0
Natural Born Killers,1994,3.0
Natural City,2003,2.5
Navy Seals,1990,2.5
Nebraska,2013,3.2
Necessary Roughness,1991,3.125
"Necessities of Life, The (Ce qu'il faut pour vivre)",2008,3.0
Ned Kelly,2003,2.75
Need for Speed,2014,2.8
Needful Things,1993,2.6666666666666665
"Negotiator, The",1998,3.1875
Neighbors,2014,3.4285714285714284
Neil Young: Heart of Gold,2006,3.75
Nell,1994,3.0
Nelly & Monsieur Arnaud,1995,3.0
Nemesis 2: Nebula,1995,0.75
Nenette and Boni (Nénette et Boni),1996,2.0
"Neon Bible, The",1995,4.0
"Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni)",1997,3.7
"Nest, The (Nid de Guêpes)",2002,2.5
"Net, The",1995,2.75
Never Back Down,2008,4.0
Never Been Kissed,1999,3.0
Never Let Me Go,2010,3.75
Never Sleep Again: The Elm Street Legacy,2010,4.5
Never Talk to Strangers,1995,3.0
"NeverEnding Story II: The Next Chapter, The",1990,2.8125
"NeverEnding Story III, The",1994,2.5
Neverwas,2005,4.0
"New Age, The",1994,3.0
New Best Friend,2002,4.0
"New Guy, The",2002,2.6666666666666665
New Jack City,1991,3.0
New Jersey Drive,1995,3.5
New Kids Turbo,2010,4.0
New Rose Hotel,1998,3.0
New World (Shin-sae-gye),2013,3.0
"New World, The",2005,3.0
New Year's Eve,2011,4.25
New York Minute,2004,3.5
New in Town,2009,2.5
Newsies,1992,2.857142857142857
"Newton Boys, The",1998,2.5
Next,2007,3.0
"Next Best Thing, The",2000,2.5
Next Door (Naboer),2005,3.5
Next Friday,2000,3.0625
"Next Karate Kid, The",1994,2.357142857142857
Next Stop Wonderland,1998,4.125
"Next Three Days, The",2010,3.75
"Niagara, Niagara",1997,5.0
Nicholas Nickleby,2002,3.8
Nick and Norah's Infinite Playlist,2008,3.5
Nick of Time,1995,2.8125
Nico Icon,1995,3.5
Nicotina,2003,5.0
Night Falls on Manhattan,1996,4.0
Night Flier,1997,3.25
"Night Listener, The",2006,3.125
Night Train To Lisbon,2013,4.5
Night Watch (Nochnoy dozor),2004,2.75
Night Wolf,2010,3.5
Night at the Museum,2006,3.0
Night at the Museum: Battle of the Smithsonian,2009,3.0
Night at the Museum: Secret of the Tomb,2014,3.25
"Night at the Roxbury, A",1998,2.5
Night of the Living Dead,1990,2.75
Night of the Living Dorks,2004,2.0
Night on Earth,1991,3.6
Nightbreed,1990,2.5
Nightcap (Merci pour le chocolat),2000,3.5
Nightcrawler,2014,3.357142857142857
"Nightmare Before Christmas, The",1993,3.0
"Nightmare on Elm Street, A",2010,2.375
Nights in Rodanthe,2008,4.25
Nightwatch,1997,2.8
Nightwatch (Nattevagten),1994,4.25
Nightwatching,2007,3.5
Nil By Mouth,1997,3.875
Nim's Island,2008,3.3333333333333335
Nine,2009,4.0
Nine Dead Gay Guys,2003,3.0
Nine Months,1995,2.6875
Nine Queens (Nueve reinas),2000,4.166666666666667
"Nines, The",2007,3.25
Ninja Assassin,2009,4.0
Ninja Scroll (Jûbei ninpûchô),1995,4.0
"Ninth Gate, The",1999,3.0
Nixon,1995,2.7142857142857144
No,2012,4.166666666666667
No Country for Old Men,2007,2.75
No Direction Home: Bob Dylan,2005,4.0
No End in Sight,2007,3.5
No Escape,1994,2.5
No Good Deed,2014,3.5
No Good Deed (a.k.a. The House on Turk Street),2002,3.0
No Impact Man: The Documentary,2009,4.0
No Looking Back,1998,5.0
No Man's Land,2001,3.8
No Reservations,2007,2.1666666666666665
No Strings Attached,2011,3.25
No Such Thing,2001,3.6666666666666665
Noah,2014,2.25
Nobel Son,2007,3.0
Nobody Knows (Dare mo shiranai),2004,4.0
Nobody Loves Me (Keiner liebt mich),1994,2.0
Nobody Will Speak of Us When We're Dead (Nadie hablará de nosotras cuando hayamos muerto),1995,0.5
Nobody's Fool,1994,3.5
Noel,2004,2.5
Noi the Albino (Nói albinói),2003,2.25
Noises Off...,1992,4.25
Non-Stop,2014,3.25
Norbit,2007,1.75
Noriko's Dinner Table (Noriko no shokutaku),2005,2.5
Normal,2003,3.125
Normal Life,1996,2.8333333333333335
North,1994,3.0833333333333335
North & South,2004,4.166666666666667
North Country,2005,3.75
North Face (Nordwand),2008,5.0
Northanger Abbey,2007,4.0
Northern Lights,2009,3.5
"Northerners, The (De noorderlingen)",1992,3.5
Northfork,2003,3.5
Not Another Teen Movie,2001,2.0714285714285716
Not Fade Away,2012,2.5
Not My Type,2014,3.0
Not Safe for Work,2014,2.0
Not Without My Daughter,1991,4.0
Not Your Typical Bigfoot Movie,2008,4.0
"Notebook, The",2004,2.75
Notes on a Scandal,2006,3.75
Nothing But Trouble,1991,1.1666666666666667
Nothing But the Truth,2008,3.5
Nothing to Declare (Rien à déclarer),2010,2.5
Nothing to Lose,1997,3.25
Nothing to Lose,1994,3.5
Nothing to Lose (a.k.a. Ten Benny),1996,4.0
Notorious,2009,3.0
"Notorious Bettie Page, The",2005,2.5
Notorious C.H.O.,2002,4.0
Notting Hill,1999,2.75
November,2004,2.5
"November Man, The",2014,3.0
Novo,2002,2.0
Novocaine,2001,4.0
Now You See Me,2013,3.25
Now and Then,1995,4.0
Nowhere,1997,4.0
Nowhere Boy,2009,3.5
Nowhere in Africa (Nirgendwo in Afrika),2001,3.8333333333333335
Nowhere to Hide (Injeong sajeong bol geot eobtda),1999,3.0
Nowhere to Run,1993,3.125
"Number 23, The",2007,3.0714285714285716
"Numbers Station, The",2013,2.75
Nuns on the Run,1990,2.5
Nurse Betty,2000,2.875
"Nut Job, The",2014,2.25
Nutty Professor II: The Klumps,2000,2.75
"Nutty Professor, The",1996,2.75
Nymphomaniac: Volume I,2013,3.6666666666666665
Nymphomaniac: Volume II,2013,3.5833333333333335
O,2001,3.5
"O Auto da Compadecida (Dog's Will, A)",2000,2.5
"O Brother, Where Art Thou?",2000,2.75
O'Horten,2007,2.5
"OH in Ohio, The",2006,3.5
OMG Oh My God!,2012,3.5
OSS 117 - Lost in Rio (OSS 117: Rio ne répond plus),2009,3.75
"OSS 117: Cairo, Nest of Spies (OSS 117: Le Caire nid d'espions)",2006,4.25
"Object of My Affection, The",1998,3.1
"Objective, The",2008,0.5
Oblivion,2013,3.0
Oblivion Island: Haruka and the Magic Mirror (Hottarake no shima - Haruka to maho no kagami),2009,3.0
Observe and Report,2009,2.6875
Obsessed,2009,5.0
Obvious Child,2014,3.75
Ocean Waves (Umi ga kikoeru),1993,3.5
Ocean's Eleven,2001,2.75
Ocean's Thirteen,2007,2.75
Ocean's Twelve,2004,3.0
October Sky,1999,3.25
Oculus,2013,3.5
"Odd Couple II, The",1998,2.5
"Odd Life of Timothy Green, The",2012,4.0
Odd Thomas,2013,2.875
Of Freaks and Men (Pro urodov i lyudey),1998,4.0
Of Gods and Men (Des hommes et des dieux),2010,3.0
Of Love and Shadows,1994,3.0
Of Mice and Men,1992,3.25
Office Killer,1997,2.0
Office Space,1999,3.1875
Oh Boy (A Coffee in Berlin),2012,2.5
Old Boy,2003,2.75
Old Dogs,2009,1.25
Old Joy,2006,4.0
"Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La)",1991,3.0
Old Men in New Cars (Gamle mænd i nye biler),2002,4.0
Old School,2003,2.75
Oldboy,2013,4.166666666666667
Olive Kitteridge,2014,5.0
Oliver Twist,2005,4.25
Olympus Has Fallen,2013,3.3333333333333335
Om Shanti Om,2007,3.0
Omar,2013,3.5
Omar Killed Me (Omar m'a tuer),2011,3.5
"Omega Code, The",1999,3.5
"Omen, The",2006,2.375
On Deadly Ground,1994,2.5
On Probation (Tiempo de Valientes),2005,4.5
On the Edge,2001,4.0
On the Road,2012,4.0
On the Ropes,1999,1.0
On the Run,2002,1.5
Once,2006,3.0
Once Upon a Crime...,1992,2.0
Once Upon a Time in Anatolia (Bir zamanlar Anadolu'da),2011,4.25
Once Upon a Time in China (Wong Fei Hung),1991,3.4
Once Upon a Time in China II (Wong Fei-hung Ji Yi: Naam yi dong ji keung),1992,5.0
Once Upon a Time in Mexico,2003,2.888888888888889
Once Upon a Time in the Midlands,2002,2.8333333333333335
Once Upon a Time... When We Were Colored,1995,3.5
Once Were Warriors,1994,3.2857142857142856
Once a Thief (Zong heng si hai),1991,3.75
Ondine,2009,2.75
One Chance,2013,3.0
One Day,2011,3.75
One Day in September,1999,3.8333333333333335
One False Move,1992,4.5
One Fine Day,1996,3.3333333333333335
One Hour Photo,2002,2.9444444444444446
"One I Love, The",2014,3.3333333333333335
One Life,2011,3.75
One Missed Call,2008,1.8333333333333333
One Night Stand,1997,3.0
One Night at McCool's,2001,2.6666666666666665
One True Thing,1998,3.0
One for the Money,2012,3.25
"One, The",2001,2.75
Onegin,1999,3.5
Ong-Bak 2: The Beginning (Ong Bak 2),2008,3.0
Ong-Bak: The Thai Warrior (Ong Bak),2003,3.75
Only God Forgives,2013,2.7142857142857144
Only God Knows (Sólo Dios Sabe),2006,3.0
Only Lovers Left Alive,2013,3.75
Only You,1994,3.0833333333333335
Only the Strong Survive - A Celebration of Soul,2002,3.5
Open Range,2003,3.5
Open Season,2006,2.4285714285714284
Open Season,1996,3.0
Open Season 2,2008,2.0
Open Season 3,2010,3.5
Open Water,2003,3.0
Open Your Eyes (Abre los ojos),1997,3.75
Operation Dumbo Drop,1995,2.8125
Operation Endgame,2010,2.1666666666666665
Oppai Volleyball (Oppai barê),2009,3.5
"Opportunists, The",2000,3.0
Opportunity Knocks,1990,2.0
"Opposite of Sex, The",1998,3.6666666666666665
Or (a.k.a. My Treasure),2004,2.5
Orange County,2002,2.7857142857142856
"Order, The",2003,3.25
Ordinary Decent Criminal,2000,3.5
Orgazmo,1997,2.8
Original Gangstas,1996,2.0
"Original Kings of Comedy, The",2000,3.0
Original Sin,2001,3.3
Orlando,1992,3.5
Orphan,2009,2.5
"Orphanage, The (Orfanato, El)",2007,3.125
Orphans,1997,1.0
Osama,2003,3.75
Oscar,1991,3.125
Oscar and Lucinda (a.k.a. Oscar & Lucinda),1997,3.125
Osmosis Jones,2001,2.6666666666666665
Othello,1995,2.5714285714285716
"Other Boleyn Girl, The",2008,3.0
"Other Guys, The",2010,3.6666666666666665
"Other Man, The",2008,1.75
Other People's Money,1991,3.3333333333333335
"Other Side of Heaven, The",2001,3.75
"Other Side of the Bed, The (Otro lado de la cama, El)",2002,2.5
"Other Sister, The",1999,2.857142857142857
"Other Son, The (Fils de l'autre, Le)",2012,4.25
"Other Woman, The",2014,2.625
"Other Woman, The",2009,4.0
"Others, The",2001,2.75
Ouija,2014,1.8333333333333333
Our Daily Bread,2005,4.0
Our Idiot Brother,2011,3.75
"Our Lady of the Assassins (Virgen de los sicarios, La)",2000,3.5
Our Music (Notre musique),2004,2.0
Out Cold,2001,4.25
Out for Justice,1991,3.25
Out in the Dark,2012,4.0
Out of Sight,1998,3.1875
Out of Time,2003,3.0
"Out of the Furnace (Dust to Dust) (Low Dweller, The)",2013,3.375
Out to Sea,1997,3.0
"Out-of-Towners, The",1999,2.5
Outbreak,1995,2.75
Outfoxed: Rupert Murdoch's War on Journalism,2004,4.0
Outlander,2008,3.75
Outpost,2008,2.75
Outrage (Autoreiji),2010,3.0
Outside Providence,1999,3.6666666666666665
Outsourced,2006,5.0
Over Her Dead Body,2008,2.5
Over the Hedge,2006,2.5
Overnight Delivery,1998,2.8333333333333335
"Oversimplification of Her Beauty, An",2012,2.5
Owning Mahowny,2003,3.3
"Oxford Murders, The",2007,2.5
Oxygen,1999,2.0
Oz the Great and Powerful,2013,2.9166666666666665
P.S.,2004,3.5
P.S. I Love You,2007,2.888888888888889
P2,2007,3.25
PCU,1994,3.25
PK,2014,3.25
PTU,2003,3.0
Pacific Heights,1990,2.7142857142857144
Pacific Rim,2013,2.75
"Pacifier, The",2005,2.5
"Pact, The",2012,3.0
Paddington,2014,3.5
"Pagemaster, The",1994,2.4
Paheli,2005,4.0
Pain & Gain,2013,2.25
Paint It Yellow (Rang De Basanti),2006,4.166666666666667
"Painted Veil, The",2006,3.5
Palermo Shooting,2008,4.5
Palindromes,2004,2.5
"Pallbearer, The",1996,2.5
Palmetto,1998,2.3
Palo Alto,2013,4.5
Palookaville,1996,4.0
"Pan's Labyrinth (Laberinto del fauno, El)",2006,2.75
Pandorum,2009,2.9166666666666665
Panic,2000,2.875
Panic Room,2002,3.1875
Panther,1995,3.0
Paper Clips,2004,3.0
Paper Heart,2009,4.5
Paper Man,2009,3.25
"Paper, The",1994,3.2857142857142856
Paperman,2012,4.0
Paprika (Papurika),2006,4.0
ParaNorman,2012,3.25
Paradise,1991,4.0
Paradise Lost 2: Revelations,2000,4.25
Paradise Lost 3: Purgatory,2011,4.0
Paradise Lost: The Child Murders at Robin Hood Hills,1996,4.0
Paradise Now,2005,3.25
Paradise Road,1997,3.5
Paradise: Faith (Paradies: Glaube),2012,4.0
Paranoia Agent,2004,5.0
Paranoid Park,2007,3.5
Paranormal Activity,2009,2.7777777777777777
Paranormal Activity 2,2010,2.3333333333333335
Paranormal Activity 3,2011,2.0
Paranormal Activity 4,2012,2.5
"Parent Trap, The",1998,3.1875
Paris,2008,4.5
Paris Is Burning,1990,3.6666666666666665
"Paris, I Love You (Paris, je t'aime)",2006,3.8
Paris-Manhattan,2012,4.0
Parker,2013,4.166666666666667
"Parking Lot Movie, The",2010,4.0
Particle Fever,2013,4.5
Partly Cloudy,2009,4.0
Party Girl,1995,3.3333333333333335
Party Monster,2003,2.375
Passchendaele,2008,3.5
Passenger 57,1992,2.75
Passengers,2008,3.75
Passion,2012,3.25
Passion Fish,1992,2.5
"Passion of Darkly Noon, The",1995,5.0
Passion of Mind,2000,3.0
"Passion of the Christ, The",2004,2.75
Passionada,2002,2.5
Past Midnight,1992,2.0
"Past, The (Le passé)",2013,2.25
Patch Adams,1998,2.75
Patema Inverted,2013,4.0
Pathfinder,2007,2.5
Pathology,2008,4.0
Patrick,2013,1.5
"Patrik Age 1.5 (Patrik 1,5)",2008,3.5
Patriot Games,1992,2.888888888888889
"Patriot, The",2000,2.75
"Patriot, The",1998,2.6666666666666665
Patton Oswalt: Finest Hour,2011,3.5
Patton Oswalt: My Weakness Is Strong,2009,4.5
Patton Oswalt: Tragedy Plus Comedy Equals Time,2014,4.0
Paul,2011,2.7777777777777777
Paul Blart: Mall Cop,2009,2.0714285714285716
Paulie,1998,3.5
Pay It Forward,2000,2.888888888888889
Payback,1999,3.1875
Paycheck,2003,3.5
Peaceful Warrior,2006,4.5
"Peacemaker, The",1997,2.75
Pearl Harbor,2001,2.75
"Pebble and the Penguin, The",1995,2.0
"Peck on the Cheek, A (Kannathil Muthamittal)",2002,4.0
Pecker,1998,3.0
Peculiarities of the National Fishing (Osobennosti natsionalnoy rybalki),1998,2.5
"Pelican Brief, The",1993,3.25
"Pellet (Bola, El)",2000,4.0
Penelope,2006,4.0
Penguins of Madagascar,2014,3.0
"Pentagon Wars, The",1998,3.0
People Like Us,2012,3.75
"People Under the Stairs, The",1991,5.0
"People vs. Larry Flynt, The",1996,3.0
Percy Jackson & the Olympians: The Lightning Thief,2010,3.4285714285714284
Percy Jackson: Sea of Monsters,2013,3.1
"Perez Family, The",1995,3.0
Perfect Blue,1997,3.6666666666666665
"Perfect Candidate, A",1996,3.0
"Perfect Crime, The (Crimen Ferpecto) (Ferpect Crime)",2004,4.5
"Perfect Getaway, A",2009,3.875
"Perfect Holiday, The",2007,3.5
"Perfect Host, The",2010,4.0
"Perfect Man, The",2005,1.75
"Perfect Murder, A",1998,3.1875
"Perfect Plan, A (Plan parfait, Un)",2012,4.0
"Perfect Score, The",2004,3.6666666666666665
Perfect Sense,2011,3.5
"Perfect Storm, The",2000,2.75
Perfect Stranger,2007,3.25
"Perfect World, A",1993,3.6666666666666665
Perfume: The Story of a Murderer,2006,3.2857142857142856
